epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,2063.11,1.95616,18.2142,1.09499,0.66388,0.17976,0.17067,0.08918,2.00214,17.6299,1.11539,0.000712048,0.000712048,0.000712048
24,2148.17,1.9896,17.5443,1.07269,0.66388,0.17976,0.17067,0.08918,2.00214,17.6299,1.11539,0.000706551,0.000706551,0.000706551
25,2190.27,2.00162,17.899,1.08721,0.55852,0.1665,0.1666,0.08859,2.04792,28.0591,1.13502,0.000701053,0.000701053,0.000701053
26,2271.4,2.0441,16.7535,1.06155,0.55852,0.1665,0.1666,0.08859,2.04792,28.0591,1.13502,0.000695555,0.000695555,0.000695555
27,2385.58,2.07111,17.0127,1.07356,0.55852,0.1665,0.1666,0.08859,2.04792,28.0591,1.13502,0.000690057,0.000690057,0.000690057
28,2493.69,1.98164,16.7285,1.05604,0.42153,0.20535,0.18274,0.09339,2.06189,20.7268,1.15131,0.000684559,0.000684559,0.000684559
29,2602.85,1.85761,16.0495,1.03944,0.42153,0.20535,0.18274,0.09339,2.06189,20.7268,1.15131,0.000679062,0.000679062,0.000679062
30,2703.35,1.98552,15.6427,1.06606,0.42153,0.20535,0.18274,0.09339,2.06189,20.7268,1.15131,0.000673564,0.000673564,0.000673564
31,2798.65,1.82397,14.7633,1.0637,0.56462,0.21723,0.20036,0.10307,2.02906,13.984,1.14401,0.000668066,0.000668066,0.000668066
32,2902.21,1.97108,15.8664,1.06369,0.56462,0.21723,0.20036,0.10307,2.02906,13.984,1.14401,0.000662568,0.000662568,0.000662568
33,2996.16,1.88797,15.7399,1.05743,0.5846,0.2186,0.2133,0.09601,2.16468,12.8408,1.18484,0.00065707,0.00065707,0.00065707
34,3066.55,1.76937,13.3753,1.07044,0.5846,0.2186,0.2133,0.09601,2.16468,12.8408,1.18484,0.000651573,0.000651573,0.000651573
35,3209.77,1.87014,14.2997,1.06255,0.5846,0.2186,0.2133,0.09601,2.16468,12.8408,1.18484,0.000646075,0.000646075,0.000646075
36,3324.37,1.84168,14.3523,1.05374,0.45924,0.21145,0.20546,0.08712,2.23347,12.6313,1.21876,0.000640577,0.000640577,0.000640577
37,3394.41,1.81905,14.4701,1.08854,0.45924,0.21145,0.20546,0.08712,2.23347,12.6313,1.21876,0.000635079,0.000635079,0.000635079
38,3458,1.75323,13.4052,1.07518,0.45924,0.21145,0.20546,0.08712,2.23347,12.6313,1.21876,0.000629581,0.000629581,0.000629581
39,3553.26,1.86059,13.7086,1.03417,0.47002,0.21518,0.21399,0.10327,2.11592,11.8549,1.17894,0.000624084,0.000624084,0.000624084
40,3660.63,1.89882,14.1177,1.05197,0.47002,0.21518,0.21399,0.10327,2.11592,11.8549,1.17894,0.000618586,0.000618586,0.000618586
41,3770.62,2.06407,15.3966,1.10135,0.45525,0.23024,0.21419,0.10656,2.04085,11.4379,1.13839,0.000613088,0.000613088,0.000613088
42,3875.63,1.80771,14.1544,1.0201,0.45525,0.23024,0.21419,0.10656,2.04085,11.4379,1.13839,0.00060759,0.00060759,0.00060759
43,3924.15,1.85635,13.2887,1.05137,0.45525,0.23024,0.21419,0.10656,2.04085,11.4379,1.13839,0.000602092,0.000602092,0.000602092
44,3963.93,1.74629,13.2187,1.05468,0.45208,0.24747,0.22179,0.11179,2.00319,11.0733,1.12998,0.000596595,0.000596595,0.000596595
45,4015.13,1.57739,12.3048,1.04462,0.45208,0.24747,0.22179,0.11179,2.00319,11.0733,1.12998,0.000591097,0.000591097,0.000591097
46,4138.32,1.77785,13.7425,1.05654,0.45208,0.24747,0.22179,0.11179,2.00319,11.0733,1.12998,0.000585599,0.000585599,0.000585599
47,4226.58,1.73157,12.4632,1.04255,0.49671,0.22348,0.23513,0.11978,2.0606,10.8659,1.16332,0.000580101,0.000580101,0.000580101
48,4310.99,1.64522,12.199,1.03238,0.49671,0.22348,0.23513,0.11978,2.0606,10.8659,1.16332,0.000574603,0.000574603,0.000574603
49,4385.31,1.77671,12.504,1.05758,0.61905,0.23651,0.24084,0.1272,1.97093,10.6493,1.12377,0.000569106,0.000569106,0.000569106
50,4437.29,1.70871,12.3928,1.10163,0.61905,0.23651,0.24084,0.1272,1.97093,10.6493,1.12377,0.000563608,0.000563608,0.000563608
51,4540.24,1.85035,13.4398,1.10974,0.61905,0.23651,0.24084,0.1272,1.97093,10.6493,1.12377,0.00055811,0.00055811,0.00055811
52,4627.03,1.77802,12.4923,1.02824,0.64029,0.23057,0.24034,0.12876,1.9175,10.303,1.10817,0.000552612,0.000552612,0.000552612
53,4717.05,1.65393,11.9582,1.03283,0.64029,0.23057,0.24034,0.12876,1.9175,10.303,1.10817,0.000547114,0.000547114,0.000547114
54,4814.84,1.86214,12.2935,1.07677,0.64029,0.23057,0.24034,0.12876,1.9175,10.303,1.10817,0.000541617,0.000541617,0.000541617
55,4892.34,1.72196,13.9263,1.0543,0.52412,0.24016,0.23875,0.12838,1.90054,10.153,1.10034,0.000536119,0.000536119,0.000536119
56,4972.79,1.76699,12.2452,1.02392,0.52412,0.24016,0.23875,0.12838,1.90054,10.153,1.10034,0.000530621,0.000530621,0.000530621
57,5052.16,1.75894,12.3231,1.05289,0.36662,0.22625,0.23407,0.12603,1.8781,10.2942,1.08879,0.000525123,0.000525123,0.000525123
58,5135.33,1.67328,12.2999,1.02571,0.36662,0.22625,0.23407,0.12603,1.8781,10.2942,1.08879,0.000519625,0.000519625,0.000519625
59,5241.47,1.71188,12.277,1.02505,0.36662,0.22625,0.23407,0.12603,1.8781,10.2942,1.08879,0.000514128,0.000514128,0.000514128
60,5297.54,1.54644,11.405,1.00605,0.35228,0.25771,0.24592,0.13671,1.90936,10.167,1.10255,0.00050863,0.00050863,0.00050863
61,5386.4,1.69641,11.596,1.04016,0.35228,0.25771,0.24592,0.13671,1.90936,10.167,1.10255,0.000503132,0.000503132,0.000503132
62,5489.25,1.64868,12.1331,1.02619,0.35228,0.25771,0.24592,0.13671,1.90936,10.167,1.10255,0.000497634,0.000497634,0.000497634
63,5582.46,1.73092,11.7087,1.02017,0.65543,0.26045,0.25705,0.14331,1.93445,9.76933,1.11059,0.000492136,0.000492136,0.000492136
64,5651,1.59334,11.1942,1.03372,0.65543,0.26045,0.25705,0.14331,1.93445,9.76933,1.11059,0.000486639,0.000486639,0.000486639
65,5745.95,1.63953,11.8101,1.0099,0.64321,0.28134,0.27142,0.15566,1.92406,9.48611,1.10504,0.000481141,0.000481141,0.000481141
66,5871.08,1.77964,12.0589,1.03403,0.64321,0.28134,0.27142,0.15566,1.92406,9.48611,1.10504,0.000475643,0.000475643,0.000475643
67,5960.03,1.6852,12.246,1.03959,0.64321,0.28134,0.27142,0.15566,1.92406,9.48611,1.10504,0.000470145,0.000470145,0.000470145
68,6035.46,1.71257,12.0762,1.0664,0.78174,0.27997,0.27396,0.15644,1.96016,9.40946,1.10818,0.000464647,0.000464647,0.000464647
69,6165.12,1.90893,12.8572,1.05039,0.78174,0.27997,0.27396,0.15644,1.96016,9.40946,1.10818,0.00045915,0.00045915,0.00045915
70,6272.43,1.75771,11.0748,1.05742,0.78174,0.27997,0.27396,0.15644,1.96016,9.40946,1.10818,0.000453652,0.000453652,0.000453652
71,6350.57,1.59071,11.541,1.04593,0.53535,0.27524,0.27815,0.16272,1.86077,9.22557,1.08058,0.000448154,0.000448154,0.000448154
72,6462.67,1.79879,11.4296,1.03151,0.53535,0.27524,0.27815,0.16272,1.86077,9.22557,1.08058,0.000442656,0.000442656,0.000442656
73,6505.69,1.61819,10.2831,1.02637,0.54776,0.26978,0.2718,0.16358,1.75966,9.08069,1.05145,0.000437158,0.000437158,0.000437158
74,6591.58,1.64605,10.5357,1.02448,0.54776,0.26978,0.2718,0.16358,1.75966,9.08069,1.05145,0.000431661,0.000431661,0.000431661
75,6721.26,1.66942,11.3332,0.99856,0.54776,0.26978,0.2718,0.16358,1.75966,9.08069,1.05145,0.000426163,0.000426163,0.000426163
76,6797.83,1.64003,10.7244,1.02808,0.67218,0.26994,0.27651,0.1645,1.7052,8.98305,1.03539,0.000420665,0.000420665,0.000420665
77,6879.91,1.64959,10.6982,1.04195,0.67218,0.26994,0.27651,0.1645,1.7052,8.98305,1.03539,0.000415167,0.000415167,0.000415167
78,6984.03,1.87009,13.7915,1.00224,0.67218,0.26994,0.27651,0.1645,1.7052,8.98305,1.03539,0.000409669,0.000409669,0.000409669
79,7064.56,1.50434,9.89472,0.99143,0.66789,0.27505,0.2818,0.16306,1.74644,9.02056,1.04448,0.000404172,0.000404172,0.000404172
80,7133.39,1.53478,10.9392,1.00645,0.66789,0.27505,0.2818,0.16306,1.74644,9.02056,1.04448,0.000398674,0.000398674,0.000398674
81,7208.4,1.55259,10.1322,1.00275,0.67518,0.27276,0.29201,0.16245,1.85696,9.0511,1.07418,0.000393176,0.000393176,0.000393176
82,7315.97,1.621,10.6224,1.00942,0.67518,0.27276,0.29201,0.16245,1.85696,9.0511,1.07418,0.000387678,0.000387678,0.000387678
83,7413.3,1.70667,11.4263,1.01237,0.67518,0.27276,0.29201,0.16245,1.85696,9.0511,1.07418,0.00038218,0.00038218,0.00038218
84,7507.12,1.719,10.8901,1.00183,0.55388,0.28087,0.30018,0.16823,1.86722,8.95289,1.08782,0.000376683,0.000376683,0.000376683
85,7611.16,1.66908,11.0666,1.00943,0.55388,0.28087,0.30018,0.16823,1.86722,8.95289,1.08782,0.000371185,0.000371185,0.000371185
86,7697.9,1.63141,11.069,1.01827,0.55388,0.28087,0.30018,0.16823,1.86722,8.95289,1.08782,0.000365687,0.000365687,0.000365687
87,7754.65,1.40437,9.31655,0.97507,0.61916,0.26967,0.30198,0.17505,1.79792,8.76468,1.06461,0.000360189,0.000360189,0.000360189
88,7833.49,1.66461,10.8859,0.99786,0.61916,0.26967,0.30198,0.17505,1.79792,8.76468,1.06461,0.000354691,0.000354691,0.000354691
89,7912.96,1.61728,10.4642,0.98101,0.73056,0.26994,0.30202,0.17971,1.72495,8.64649,1.04155,0.000349194,0.000349194,0.000349194
90,8000.74,1.47855,9.40886,0.98666,0.73056,0.26994,0.30202,0.17971,1.72495,8.64649,1.04155,0.000343696,0.000343696,0.000343696
91,8063.82,1.60183,10.0185,1.02928,0.73056,0.26994,0.30202,0.17971,1.72495,8.64649,1.04155,0.000338198,0.000338198,0.000338198
92,8147.62,1.53173,9.80734,0.97846,0.58272,0.28221,0.3102,0.18629,1.70945,8.4351,1.03079,0.0003327,0.0003327,0.0003327
93,8244.66,1.51804,9.13819,1.00187,0.58272,0.28221,0.3102,0.18629,1.70945,8.4351,1.03079,0.000327202,0.000327202,0.000327202
94,8354.67,1.66502,10.7062,0.9762,0.58272,0.28221,0.3102,0.18629,1.70945,8.4351,1.03079,0.000321705,0.000321705,0.000321705
95,8480.87,1.68674,10.1873,0.9822,0.61441,0.28313,0.31569,0.18688,1.73844,8.28357,1.03325,0.000316207,0.000316207,0.000316207
96,8584.56,1.59793,9.92303,0.98094,0.61441,0.28313,0.31569,0.18688,1.73844,8.28357,1.03325,0.000310709,0.000310709,0.000310709
97,8639.17,1.4916,10.0357,1.00781,0.62063,0.28735,0.32274,0.18367,1.79927,8.20919,1.05267,0.000305211,0.000305211,0.000305211
98,8721.78,1.47314,9.3787,0.98425,0.62063,0.28735,0.32274,0.18367,1.79927,8.20919,1.05267,0.000299713,0.000299713,0.000299713
99,8798.49,1.55372,9.49317,0.97399,0.62063,0.28735,0.32274,0.18367,1.79927,8.20919,1.05267,0.000294216,0.000294216,0.000294216
100,8894.43,1.53459,9.71347,0.97951,0.61542,0.29219,0.32694,0.18632,1.79708,8.13928,1.0505,0.000288718,0.000288718,0.000288718
101,8985.36,1.44639,9.81941,0.98033,0.61542,0.29219,0.32694,0.18632,1.79708,8.13928,1.0505,0.00028322,0.00028322,0.00028322
102,9113.22,1.63206,9.6903,0.98482,0.61542,0.29219,0.32694,0.18632,1.79708,8.13928,1.0505,0.000277722,0.000277722,0.000277722
103,9225.28,1.47445,9.00116,0.9652,0.60851,0.30205,0.33423,0.19709,1.71825,7.94852,1.02809,0.000272224,0.000272224,0.000272224
104,9293.23,1.46813,9.12833,0.9564,0.60851,0.30205,0.33423,0.19709,1.71825,7.94852,1.02809,0.000266727,0.000266727,0.000266727
105,9396.81,1.65784,9.69422,0.99554,0.62765,0.30973,0.3365,0.19947,1.66668,7.8246,1.01481,0.000261229,0.000261229,0.000261229
106,9480.85,1.42753,8.76328,0.96919,0.62765,0.30973,0.3365,0.19947,1.66668,7.8246,1.01481,0.000255731,0.000255731,0.000255731
107,9564.54,1.58689,10.0959,0.99595,0.62765,0.30973,0.3365,0.19947,1.66668,7.8246,1.01481,0.000250233,0.000250233,0.000250233
108,9638.82,1.51724,9.73697,1.01211,0.66144,0.30626,0.33672,0.19675,1.69873,7.78055,1.02421,0.000244735,0.000244735,0.000244735
109,9763.49,1.64752,9.63455,0.98097,0.66144,0.30626,0.33672,0.19675,1.69873,7.78055,1.02421,0.000239238,0.000239238,0.000239238
110,9854.04,1.5534,9.234,0.95826,0.66144,0.30626,0.33672,0.19675,1.69873,7.78055,1.02421,0.00023374,0.00023374,0.00023374
111,9957.73,1.5304,9.40379,0.97592,0.67347,0.30068,0.33799,0.19656,1.69356,7.7697,1.0237,0.000228242,0.000228242,0.000228242
112,10003.7,1.39227,8.74238,0.96352,0.67347,0.30068,0.33799,0.19656,1.69356,7.7697,1.0237,0.000222744,0.000222744,0.000222744
113,10088.6,1.55566,10.135,0.9789,0.64297,0.29829,0.33778,0.19589,1.68727,7.69586,1.02542,0.000217246,0.000217246,0.000217246
114,10221.3,1.58868,9.56666,0.94914,0.64297,0.29829,0.33778,0.19589,1.68727,7.69586,1.02542,0.000211749,0.000211749,0.000211749
115,10321,1.59801,9.5555,0.96068,0.64297,0.29829,0.33778,0.19589,1.68727,7.69586,1.02542,0.000206251,0.000206251,0.000206251
116,10409.2,1.47027,9.05314,0.99448,0.64408,0.29226,0.33964,0.19912,1.64431,7.64928,1.01654,0.000200753,0.000200753,0.000200753
117,10497.6,1.39001,8.80581,0.97777,0.64408,0.29226,0.33964,0.19912,1.64431,7.64928,1.01654,0.000195255,0.000195255,0.000195255
118,10577.6,1.48786,9.29942,0.99272,0.64408,0.29226,0.33964,0.19912,1.64431,7.64928,1.01654,0.000189757,0.000189757,0.000189757
119,10655.4,1.54542,9.64158,0.9717,0.62858,0.29922,0.33863,0.20139,1.62837,7.55,1.01109,0.00018426,0.00018426,0.00018426
120,10808.5,1.70167,10.0128,0.97537,0.62858,0.29922,0.33863,0.20139,1.62837,7.55,1.01109,0.000178762,0.000178762,0.000178762
121,10873,1.50528,9.67698,0.98785,0.62521,0.29116,0.33666,0.20292,1.59343,7.58924,1.00155,0.000173264,0.000173264,0.000173264
122,10981.9,1.42151,9.29309,0.97645,0.62521,0.29116,0.33666,0.20292,1.59343,7.58924,1.00155,0.000167766,0.000167766,0.000167766
123,11069.9,1.49675,9.0409,0.96735,0.62521,0.29116,0.33666,0.20292,1.59343,7.58924,1.00155,0.000162268,0.000162268,0.000162268
124,11125.5,1.43974,10.6667,0.97606,0.62267,0.29775,0.33655,0.20364,1.57377,7.53863,0.99573,0.000156771,0.000156771,0.000156771
125,11179.2,1.45419,9.13163,0.95504,0.62267,0.29775,0.33655,0.20364,1.57377,7.53863,0.99573,0.000151273,0.000151273,0.000151273
126,11233.2,1.55348,9.45732,0.97831,0.62267,0.29775,0.33655,0.20364,1.57377,7.53863,0.99573,0.000145775,0.000145775,0.000145775
127,11295.5,1.42012,8.67666,0.99264,0.62171,0.30172,0.34081,0.20646,1.56895,7.54635,0.99365,0.000140277,0.000140277,0.000140277
128,11400.5,1.53776,9.03579,0.95665,0.62171,0.30172,0.34081,0.20646,1.56895,7.54635,0.99365,0.000134779,0.000134779,0.000134779
129,11491.9,1.49423,9.19559,0.9643,0.62949,0.30285,0.34778,0.21092,1.55858,7.48931,0.98686,0.000129282,0.000129282,0.000129282
130,11611.4,1.6478,9.48714,0.98896,0.62949,0.30285,0.34778,0.21092,1.55858,7.48931,0.98686,0.000123784,0.000123784,0.000123784
131,11694.6,1.46311,8.92087,0.97373,0.62949,0.30285,0.34778,0.21092,1.55858,7.48931,0.98686,0.000118286,0.000118286,0.000118286
132,11780.9,1.45614,9.17915,0.98029,0.62584,0.30877,0.3516,0.21485,1.52582,7.38659,0.9791,0.000112788,0.000112788,0.000112788
133,11859.5,1.44572,8.62098,0.9588,0.62584,0.30877,0.3516,0.21485,1.52582,7.38659,0.9791,0.00010729,0.00010729,0.00010729
134,11948,1.38732,8.5263,0.96971,0.62584,0.30877,0.3516,0.21485,1.52582,7.38659,0.9791,0.000101793,0.000101793,0.000101793
135,12026.7,1.50484,9.89618,1.0088,0.60742,0.30654,0.3524,0.21376,1.51725,7.36033,0.97871,9.62948e-05,9.62948e-05,9.62948e-05
136,12090.3,1.4003,9.02658,0.98326,0.60742,0.30654,0.3524,0.21376,1.51725,7.36033,0.97871,9.0797e-05,9.0797e-05,9.0797e-05
137,12154.6,1.36896,8.25621,0.98666,0.59522,0.31808,0.35416,0.21267,1.5322,7.37287,0.98308,8.52992e-05,8.52992e-05,8.52992e-05
138,12253.3,1.63961,9.72004,0.98163,0.59522,0.31808,0.35416,0.21267,1.5322,7.37287,0.98308,7.98014e-05,7.98014e-05,7.98014e-05
139,12326,1.52175,9.76099,0.95472,0.59522,0.31808,0.35416,0.21267,1.5322,7.37287,0.98308,7.43036e-05,7.43036e-05,7.43036e-05
140,12402.8,1.39233,8.53828,0.97474,0.48677,0.35548,0.35481,0.21031,1.55714,7.36373,0.98996,6.88058e-05,6.88058e-05,6.88058e-05
141,12452.7,1.35168,8.79208,0.98398,0.48677,0.35548,0.35481,0.21031,1.55714,7.36373,0.98996,6.3308e-05,6.3308e-05,6.3308e-05
142,12474.8,1.45388,10.9044,1.0176,0.48677,0.35548,0.35481,0.21031,1.55714,7.36373,0.98996,5.78102e-05,5.78102e-05,5.78102e-05
143,12505.5,1.54265,10.9502,1.0177,0.47718,0.36286,0.35761,0.21321,1.53603,7.48256,0.98575,5.23124e-05,5.23124e-05,5.23124e-05
144,12545.8,1.36608,10.2588,0.95463,0.47718,0.36286,0.35761,0.21321,1.53603,7.48256,0.98575,4.68146e-05,4.68146e-05,4.68146e-05
145,12590.7,1.33972,8.3657,1.00162,0.57201,0.30621,0.3511,0.21011,1.53636,7.62944,0.98441,4.13168e-05,4.13168e-05,4.13168e-05
146,12619.6,1.3342,8.60368,0.97328,0.57201,0.30621,0.3511,0.21011,1.53636,7.62944,0.98441,3.5819e-05,3.5819e-05,3.5819e-05
147,12680.5,1.87072,33.3847,1.02163,0.57201,0.30621,0.3511,0.21011,1.53636,7.62944,0.98441,3.03212e-05,3.03212e-05,3.03212e-05
148,12723.7,1.4549,10.3263,0.98881,0.58048,0.30098,0.34887,0.21136,1.51603,7.93262,0.98029,2.48234e-05,2.48234e-05,2.48234e-05
149,12769.3,1.38709,10.0172,0.97059,0.58048,0.30098,0.34887,0.21136,1.51603,7.93262,0.98029,1.93256e-05,1.93256e-05,1.93256e-05
150,12808.3,1.33458,9.2879,0.99441,0.58048,0.30098,0.34887,0.21136,1.51603,7.93262,0.98029,1.38278e-05,1.38278e-05,1.38278e-05
